AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,470603,หนองลาด,Nong Lat,4706,วาริชภูมิ,Waritchaphum,47,สกลนคร,Sakon Nakhon,17.319,103.543
4,170106,ต้นโพธิ์,Ton Pho,1701,เมืองสิงห์บุรี,Mueang Sing Buri,17,สิงห์บุรี,Sing Buri,14.869,100.398
4,910604,ทุ่งบุหลัง,Thung Bu Lang,9106,ทุ่งหว้า,Thung  Wa,91,สตูล,Satun,7.047,99.692
4,250903,คู้ลำพัน,Khu Lamphan,2509,ศรีมโหสถ,Si Mahosot,25,ปราจีนบุรี,Prachin Buri,13.926,101.410
4,521003,ป่าตัน,Pa Tan,5210,แม่ทะ,Mae Tha,52,ลำปาง,Lampang,18.122,99.477
4,510103,อุโมงค์,Umong,5101,เมืองลำพูน,Mueang Lamphun,51,ลำพูน,Lamphun,18.648,99.042
4,141207,มารวิชัย,Man Wichai,1412,เสนา,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.240,100.371
4,730123,ทัพหลวง,Thap Luang,7301,เมืองนครปฐม,mueang Nakhon Pathom,73,นครปฐม,Nakhon Pathom,13.878,100.021
4,170302,บางระจัน,Bang Rachan,1703,ค่ายบางระจัน,Khai Bang Rachan,17,สิงห์บุรี,Sing Buri,14.799,100.296
4,941202,ม่วงเตี้ย,Muang Tia,9412,แม่ลาน,Mae Lan,94,ปัตตานี,Pattani,6.677,101.266
4,110112,เทศบาลบางปู,Bang Pu,1101,เมืองสมุทรปราการ,Mueang Samut Prakan,11,สมุทรปราการ,Samut Prakarn,13.510,100.751
4,141404,บ้านหีบ,Ban Hip,1414,อุทัย,Uthai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.372,100.712
4,840111,คลองฉนาก,Khlong Chanak,8401,เมืองสุราษฎร์ธานี,Mueang Surat Thani,84,สุราษฎร์ธานี,Surat Thani,9.191,99.351
4,441001,นาดูน,Na Dun,4410,นาดูน,Na Dun,44,มหาสารคาม,Maha Sarakham,15.738,103.205
4,401101,เปือยน้อย,Pueai Noi,4011,เปือยน้อย,Pueai Noi,40,ขอนแก่น,Khon Kaen,15.879,102.904
4,960806,เอราวัณ,Erawan,9608,แว้ง,Waeng,96,นราธิวาส,Narathiwat,5.973,101.842
4,660103,ย่านยาว,,6601,เมืองพิจิตร,Mueang Phichit,66,พิจิตร,Phichit,16.507,100.268
4,330320,คำเนียม,Kham Niam,3303,กันทรารมย์,Kanthararom,33,ศรีสะเกษ,Si Sa Ket,15.066,104.583
4,402505,โนนแดง,Non Daeng,4025,โนนศิลา,Non Sila,40,ขอนแก่น,Khon Kaen,16.005,102.687
4,800813,โพธิ์ทอง,Pho Thong,8008,ท่าศาลา,Tha Sala,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.613,99.923
4,461804,ลำชี,Non Sila Loeng,4618,ฆ้องชัย,Khong Chai,46,กาฬสินธุ์,Kalasin,16.321,103.493
4,760405,หนองศาลา,Nong Sala,7604,ชะอำ,Cha-am,76,เพชรบุรี,Phetchaburi,12.891,99.971
4,860705,ปากแพรก,Pak Phraek,8607,สวี,Sawi,86,ชุมพร,Chumphon,10.291,99.148
4,301406,นกออก,Nok Ok,3014,ปักธงชัย,Pak Thong Chai,30,นครราชสีมา,Nakhon Ratchasima,14.686,102.036
4,180102,บ้านกล้วย,Ban Kluai,1801,เมืองชัยนาท,Mueang Chai Nat,18,ชัยนาท,Chai Nat,15.182,100.153
4,601001,พยุหะ,Phayuha,6010,พยุหะคีรี,Phayuha Hkiri,60,นครสวรรค์,Nakhon Sawan,15.455,100.145
4,570901,แม่สาย,Mae Sai,5709,แม่สาย,Mae Sai,57,เชียงราย,Chiang Rai,20.431,99.913
4,740204,สวนหลวง,Suan Luang,7402,กระทุ่มแบน,Krathum Baen,74,สมุทรสาคร,Samut Sakhon,13.671,100.323
4,502302,ออนกลาง,On Klang,5023,แม่ออน,Mae On,50,เชียงใหม่,Chiang Mai,18.758,99.263
4,332102,เสียว,Siao,3321,โพธิ์ศรีสุวรรณ,Pho Si Suwan,33,ศรีสะเกษ,Si Sa Ket,15.251,104.043
4,710502,ยางม่วง,Yang Muang,7105,ท่ามะกา,Tha Maka,71,กาญจนบุรี,Kanchanaburi,13.921,99.834
4,770301,ทับสะแก,Thap Sakae,7703,ทับสะแก,Thap Sakae,77,ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.516,99.627
4,150614,หลักแก้ว,Lak Kaeo,1506,วิเศษชัยชาญ,Wiset Chai Chan,15,อ่างทอง,Ang Thong,14.517,100.289
4,150503,บ้านพราน,Ban Phran,1505,แสวงหา,Sawaeng Ha,15,อ่างทอง,Ang Thong,14.709,100.306
4,450125,เมืองทอง,Mueang Thong,4501,เมืองร้อยเอ็ด,Mueang Roi Et,45,ร้อยเอ็ด,Roi Et,15.932,103.591
4,130301,ประชาธิปัตย์,Pracha Thipat,1303,ธัญบุรี,Thanyaburi,13,ปทุมธานี,Pathum Thani,13.987,100.632
4,600108,บางพระหลวง,Bang Phra Luang,6001,เมืองนครสวรรค์,Mueang Nakhon Sawan,60,นครสวรรค์,Nakhon Sawan,15.771,100.188
4,441104,บ้านกู่,Ban Ku,4411,ยางสีสุราช,Yang Sisurat,44,มหาสารคาม,Maha Sarakham,15.686,103.136
4,801207,บ้านใหม่,Ban Mai,8012,ปากพนัง,Pak Phanang,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.277,100.154
4,950109,ลำใหม่,Lam Mai,9501,เมืองยะลา,Mueang Yala,95,ยะลา,Yala,6.583,101.205
4,451409,ขี้เหล็ก,Khi Lek,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.903,103.791
4,200115,ห้วยกะปิ,Huai Kapi,2001,เมืองชลบุรี,Mueang Chon Buri,20,ชลบุรี,Chon Buri,13.304,100.968
4,760705,แหลมผักเบี้ย,Laem Phak Bia,7607,บ้านแหลม,Ban Laem,76,เพชรบุรี,Phetchaburi,13.044,100.076
4,901511,ม่วงงาม,Muang Ngam,9015,สิงหนคร,Singhanakhon,90,สงขลา,Songkhla,7.347,100.476
4,350413,ดงเจริญ,Dong Charoen,3504,คำเขื่อนแก้ว,Kham Khuean Kaeo,35,ยโสธร,Yasothon,15.698,104.292
4,170606,ท่างาม,Tha Ngam,1706,อินทร์บุรี,In Buri,17,สิงห์บุรี,Sing Buri,15.041,100.343
4,370117,ดอนเมย,Don Moei,3701,เมืองอำนาจเจริญ,Mueang Amnat Charoen,37,อำนาจเจริญ,Amnat Charoen,15.823,104.562
4,610502,หนองไผ่,Nong Phai,6105,หนองขาหย่าง,Nong Khayang,61,อุทัยธานี,Uthai Thani,15.341,99.902
4,730408,ลำลูกบัว,Lam Luk Bua,7304,ดอนตูม,Don Tum,73,นครปฐม,Nakhon Pathom,14.024,100.074
4,104902,แขวง ทุ่งครุ,,1049,เขต ทุ่งครุ,Thung Khu,10,กรุงเทพมหานคร,Bangkok,13.614,100.497
4,710506,ท่ามะกา,Tha Maka,7105,ท่ามะกา,Tha Maka,71,กาญจนบุรี,Kanchanaburi,13.930,99.779
4,191003,หัวปลวก,Hua Pluak,1910,เสาไห้,Sao Hai,19,สระบุรี,Saraburi,14.615,100.844
4,100305,แขวง โคกแฝด,,1003,เขต หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,13.840,100.836
4,930509,โตนดด้วน,Tanot Duan,9305,ควนขนุน,Khuan Khanun,93,พัทลุง,Phatthalung,7.718,100.036
4,940509,ปะโด,Podo,9405,มายอ,Mayo,94,ปัตตานี,Pattani,6.666,101.359
4,930510,ดอนทราย,Don Sai,9305,ควนขนุน,Khuan Khanun,93,พัทลุง,Phatthalung,7.716,99.975
4,740305,หนองสองห้อง,Nong Song Hong,7403,บ้านแพ้ว,Ban Phaeo,74,สมุทรสาคร,Samut Sakhon,13.581,100.065
4,640611,บ้านซ่าน,Ban San,6406,ศรีสำโรง,Si Samrong,64,สุโขทัย,Sukhothai,17.203,99.770
4,120302,บางแม่นาง,Bang Mae Nang,1203,บางใหญ่,Bang Yai,12,นนทบุรี,Nonthaburi,13.868,100.381
4,390605,เทพคีรี,Thep Khiri,3906,นาวัง,Na Wang,39,หนองบัวลำภู,Nong Bua Lam Phu,17.308,102.117
4,510607,ท่าตุ้ม,Tha Tum,5106,ป่าซาง,Pa Sang,51,ลำพูน,Lamphun,18.478,98.873
4,940709,มะนังดาลำ,Manang Dalam,9407,สายบุรี,Sai Buri,94,ปัตตานี,Pattani,6.649,101.599
4,840109,บางโพธิ์,Bang Pho,8401,เมืองสุราษฎร์ธานี,Mueang Surat Thani,84,สุราษฎร์ธานี,Surat Thani,9.185,99.278
4,190209,ท่าตูม,Tha Tum,1902,แก่งคอย,Kaeng Khoi,19,สระบุรี,Saraburi,14.662,100.993
4,550609,ท่าวังผา,Tha Wang Pha,5506,ท่าวังผา,Tha Wang Pha,55,น่าน,Nan,19.128,100.831
4,801210,ปากพนังฝั่งตะวันตก,Pak Phanang Fang Tawan Tok,8012,ปากพนัง,Pak Phanang,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.360,100.165
4,241101,ก้อนแก้ว,Kon Kaeo,2411,คลองเขื่อน,Khlong Khuean,24,ฉะเชิงเทรา,Chachoengsao,13.765,101.136
4,331608,โพนยาง,Phon Yang,3316,วังหิน,Wang Hin,33,ศรีสะเกษ,Si Sa Ket,14.926,104.204
4,501305,แช่ช้าง,Chae Chang,5013,สันกำแพง,San Kamphaeng,50,เชียงใหม่,Chiang Mai,18.722,99.154
4,720107,ดอนตาล,Don Tan,7201,เมืองสุพรรณบุรี,Mueang Saphan Buri,72,สุพรรณบุรี,Suphan Buri,14.490,100.208
4,640603,สามเรือน,Sam Ruean,6406,ศรีสำโรง,Si Samrong,64,สุโขทัย,Sukhothai,17.183,99.872
4,190101,ปากเพรียว,Pak Phriao,1901,เมืองสระบุรี,Mueang Saraburi,19,สระบุรี,Saraburi,14.527,100.915
4,800702,ท่าเสม็ด,Tha Samet,8007,ชะอวด,Cha-uat,80,นครศรีธรรมราช,Nakhon Si Thammarat,7.949,100.017
4,600407,ห้วยใหญ่,Huai Yai,6004,หนองบัว,Nong Bua,60,นครสวรรค์,Nakhon Sawan,15.864,100.429
4,480715,สีชมพู,Si Chomphu,4807,นาแก,Na Kae,48,นครพนม,Nakhon Phanom,16.918,104.575
4,450807,หนองตาไก้,Nong Ta Kai,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.256,103.760
4,260105,ท่าทราย,Tha Sai,2601,เมืองนครนายก,Mueang Nakhon Nayok,26,นครนายก,Nakhon Nayok,14.174,101.111
4,141213,สามตุ่ม,Sam Tum,1412,เสนา,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.240,100.406
4,600109,บางม่วง,Bang Muang,6001,เมืองนครสวรรค์,Mueang Nakhon Sawan,60,นครสวรรค์,Nakhon Sawan,15.755,100.110
4,260102,ท่าช้าง,Tha Chang,2601,เมืองนครนายก,Mueang Nakhon Nayok,26,นครนายก,Nakhon Nayok,14.192,101.176
4,330313,ดู่,Du,3303,กันทรารมย์,Kanthararom,33,ศรีสะเกษ,Si Sa Ket,15.080,104.476
4,311607,เมืองโพธิ์,Mueang Pho,3116,ห้วยราช,Huai Rat,31,บุรีรัมย์,Buri Ram,15.042,103.268
4,341121,กุดยาลวน,Kut Ya Luan,3411,ตระการพืชผล,Trakan Phuet Phon,34,อุบลราชธานี,Ubon Ratchathani,15.731,105.029
4,451704,จังหาร,Changhan,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.140,103.594
4,760104,นาพันสาม,Na Phan Sam,7601,เมืองเพชรบุรี,Mueang Phetchaburi,76,เพชรบุรี,Phetchaburi,13.054,100.030
4,460905,นิคม,Nikhom,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.677,103.492
4,840110,บางกุ้ง,Bang Kung,8401,เมืองสุราษฎร์ธานี,Mueang Surat Thani,84,สุราษฎร์ธานี,Surat Thani,9.159,99.360
4,940703,ปะเสยะวอ,Pase Yawo,9407,สายบุรี,Sai Buri,94,ปัตตานี,Pattani,6.733,101.606
4,190604,ตลาดน้อย,Talat Noi,1906,บ้านหมอ,Ban Mo,19,สระบุรี,Saraburi,14.643,100.716
4,501704,บ้านแอ่น,Ban Aen,5017,ดอยเต่า,Doi Tao,50,เชียงใหม่,Chiang Mai,18.053,98.626
4,940603,น้ำดำ,Nam Dam,9406,ทุ่งยางแดง,Thung Yang Daeng,94,ปัตตานี,Pattani,6.605,101.448
4,240606,ท่าถ่าน,Tha Than,2406,พนมสารคาม,Phanom Sarakham,24,ฉะเชิงเทรา,Chachoengsao,13.760,101.383
4,140304,บ้านชุ้ง,Ban Chung,1403,นครหลวง,Nakhon Luang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.458,100.655
4,200614,หนองขยาด,Nong Khayat,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.402,101.151
4,410112,บ้านเลื่อม,Ban Lueam,4101,เมืองอุดรธานี,Mueang Udon Thani,41,อุดรธานี,Udon Thani,17.421,102.764
4,240410,ท่าข้าม,Tha Kham,2404,บางปะกง,Bang Pakong,24,ฉะเชิงเทรา,Chachoengsao,13.479,100.994
4,230102,หนองเสม็ด,Nong Samet,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.216,102.504
4,760702,บางขุนไทร,Bang Khun Sai,7607,บ้านแหลม,Ban Laem,76,เพชรบุรี,Phetchaburi,13.161,100.018
4,250102,รอบเมือง,Rop Mueang,2501,เมืองปราจีนบุรี,Mueang Prachin Buri,25,ปราจีนบุรี,Prachin Buri,14.066,101.327
4,802001,นาพรุ,Na Phru,8020,พระพรหม,Phra Phrom,80,นครศรีธรรมราช,Nakhon Si Thammarat,8.331,99.907
4,490603,บางทรายน้อย,Bang Sai Noi,4906,ว่านใหญ่,Wan Yai,49,มุกดาหาร,Mukdahan,16.667,104.707
4,402504,เปือยใหญ่,Pueai Yai,4025,โนนศิลา,Non Sila,40,ขอนแก่น,Khon Kaen,16.027,102.651
4,910104,บ้านควน,Ban Khuan,9101,เมืองสตูล,Mueang Satun,91,สตูล,Satun,6.691,100.049
4,610104,ดอนขวาง,Don Khwang,6101,เมืองอุทัยธานี,Mueang Uthai Thani,61,อุทัยธานี,Uthai Thani,15.415,100.032
4,930112,ร่มเมือง,Rom Mueang,9301,เมืองพัทลุง,Mueang Phatthalung,93,พัทลุง,Phatthalung,7.556,100.008
4,141105,สนับทึบ,Sanap Thuep,1411,วังน้อย,Wang Noi,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.298,100.813
4,450120,ดงลาน,Dong Lan,4501,เมืองร้อยเอ็ด,Mueang Roi Et,45,ร้อยเอ็ด,Roi Et,16.064,103.578
4,450714,โคกสูง,Khok Sung,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.206,103.873
4,160122,โพธิ์เก้าต้น,Pho Kao Ton,1601,เมืองลพบุรี,Mueang Lop Buri,16,ลพบุรี,Lop Buri,14.775,100.599
4,940410,บ้านน้ำบ่อ,Ban Nam Bo,9404,ปะนาเระ,Panare,94,ปัตตานี,Pattani,6.817,101.563
4,410610,บ้านยา,Ban Ya,4106,หนองหาน,Nong Saeng,41,อุดรธานี,Udon Thani,17.395,103.273
4,350607,โนนทราย,Non Sai,3506,มหาชนะชัย,Maha Chana Chai,35,ยโสธร,Yasothon,15.552,104.329
4,850203,บางพระใต้,Bang Phra Tai,8502,ละอุ่น,La-un,85,ระนอง,Ranong,10.126,98.730
4,600105,ตะเคียนเลื่อน,Takhian Luean,6001,เมืองนครสวรรค์,Mueang Nakhon Sawan,60,นครสวรรค์,Nakhon Sawan,15.630,100.086
4,370702,ดงมะยาง,Dong Mayang,3707,ลืออำนาจ,Lue Amnat,37,อำนาจเจริญ,Amnat Charoen,15.716,104.617
4,430209,โพนสา,Phon Sa,4302,ท่าบ่อ,Tha Bo,43,หนองคาย,Nong Khai,17.819,102.610
4,440611,บัวมาศ,,4406,บรบือ,Borabue,44,มหาสารคาม,Maha Sarakham,15.897,103.202
4,410104,หนองบัว,Nong Bua,4101,เมืองอุดรธานี,Mueang Udon Thani,41,อุดรธานี,Udon Thani,17.406,102.822
4,520112,ทุ่งฝาย,Thung Fai,5201,เมืองลำปาง,Mueang Lampang,52,ลำปาง,Lampang,18.374,99.550
4,961003,มูโนะ,Mu No,9610,สุไหงโก-ลก,Su-ngai Kolok,96,นราธิวาส,Narathiwat,6.108,102.052
4,360302,ยางหวาย,Yang Wai,3603,คอนสวรรค์,Khon Sawan,36,ชัยภูมิ,Chaiyaphum,15.887,102.310
4,700506,หนองอ้อ,Nong O,7005,บ้านโป่ง,Ban Pong,70,ราชบุรี,Ratchaburi,13.793,99.906
4,710514,แสนตอ,Saen To,7105,ท่ามะกา,Tha Maka,71,กาญจนบุรี,Kanchanaburi,13.922,99.732
4,402102,คำแมด,Kham Maet,4021,ซำสูง,Sam Sung,40,ขอนแก่น,Khon Kaen,16.616,103.122
4,220306,เขาวัว,Khao Wua,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.637,102.035
4,470116,ธาตุนาเวง,That Naweng,4701,เมืองสกลนคร,Mueang Sakon Nakhon,47,สกลนคร,Sakon Nakhon,17.147,104.095
4,720507,วังหว้า,Wang Wa,7205,ศรีประจันต์,Si Prachan,72,สุพรรณบุรี,Suphan Buri,14.661,100.095
4,670408,นาเกาะ,Na Ko,6704,หล่มเก่า,Lom Kao,67,เพชรบูรณ์,Phetchabun,16.832,101.176
4,530108,น้ำริด,Nam Rit,5301,เมืองอุตรดิตถ์,Mueang Uttaradit,53,อุตรดิตถ์,Uttaradit,17.684,100.132
4,500601,สันมหาพน,San Mahaphon,5006,แม่แตง,Mae Taeng,50,เชียงใหม่,Chiang Mai,19.118,98.946
4,440819,เมืองเสือ,Mueang Suea,4408,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,44,มหาสารคาม,Maha Sarakham,15.484,103.206
4,700602,วังเย็น,Wang Yen,7006,บางแพ,Bang Phae,70,ราชบุรี,Ratchaburi,13.705,99.909
4,190607,ไผ่ขวาง,Phai Khwang,1906,บ้านหมอ,Ban Mo,19,สระบุรี,Saraburi,14.579,100.648
4,930901,ท่ามะเดื่อ,Tha Maduea,9309,บางแก้ว,Bang Kaeo,93,พัทลุง,Phatthalung,7.451,100.157
4,100508,แขวง ท่าแร้ง,,1005,เขต บางเขน,Bang Khen,10,กรุงเทพมหานคร,Bangkok,13.866,100.650
4,460705,เว่อ,Woe,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.543,103.351
4,460715,หนองตอกแป้น,Nong Tok Paen,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.319,103.406
4,700407,บัวงาม,Bua Ngam,7004,ดำเนินสะดวก,Damnoen Saduak,70,ราชบุรี,Ratchaburi,13.608,100.016
4,410704,นาทม,Na Thom,4107,ทุ่งฝน,Thung Fon,41,อุดรธานี,Udon Thani,17.542,103.159
4,810806,ตลิ่งชัน,Taling Chan,8108,เหนือคลอง,Nuea Khlong,81,กระบี่,Krabi,7.963,98.969
4,200610,หัวถนน,Hua Thanon,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.531,101.265
4,510107,ต้นธง,Ton Thong,5101,เมืองลำพูน,Mueang Lamphun,51,ลำพูน,Lamphun,18.572,98.985
4,451706,ยางใหญ่,Yang Yai,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.132,103.679
4,570713,จอมสวรรค์,Chom Sawan,5707,แม่จัน,Mae Chan,57,เชียงราย,Chiang Rai,20.170,99.950
4,320503,ไพล,Phrai,3205,ปราสาท,Prasat,32,สุรินทร์,Surin,14.688,103.377
4,412005,นาสะอาด,Na Sa-At,4120,สร้างคอม,Sang Khom,41,อุดรธานี,Udon Thani,17.843,103.058
4,390506,สุวรรณคูหา,Suwanna Khuha,3905,สุวรรณคูหา,Suwannakhuha,39,หนองบัวลำภู,Nong Bua Lam Phu,17.551,102.277
4,380203,พรเจริญ,,3802,พรเจริญ,Phon Charoen,38,บึงกาฬ,Bueng Kan,18.031,103.711
4,130207,คลองเจ็ด,Khlong Chet,1302,คลองหลวง,khlong Luang,13,ปทุมธานี,Pathum Thani,14.125,100.750
4,441002,หนองไผ่,Nong Phai,4410,นาดูน,Na Dun,44,มหาสารคาม,Maha Sarakham,15.726,103.318
4,440915,โคกสีทองหลาง,Khok Si Thong Lang,4409,วาปีปทุม,Wapi Pathum,44,มหาสารคาม,Maha Sarakham,15.852,103.312
4,240604,เมืองเก่า,Mueang Kao,2406,พนมสารคาม,Phanom Sarakham,24,ฉะเชิงเทรา,Chachoengsao,13.728,101.319
4,840401,อ่างทอง,Ang Thong,8404,เกาะสมุย,Ko Samui,84,สุราษฎร์ธานี,Surat Thani,9.539,99.950
4,321205,ศรีสุข,Si Suk,3212,สำโรงทาบ,Samrong Thap,32,สุรินทร์,Surin,15.070,103.949
4,320807,หนองอียอ,Nong I Yo,3208,สนม,Sanom,32,สุรินทร์,Surin,15.157,103.714
4,150410,ยางซ้าย,Yang Chai,1504,โพธิ์ทอง,Pho Thong,15,อ่างทอง,Ang Thong,14.658,100.297
4,720108,ดอนมะสังข์,Don Masang,7201,เมืองสุพรรณบุรี,Mueang Saphan Buri,72,สุพรรณบุรี,Suphan Buri,14.524,100.181
4,900803,เชิงแส,Choeng Sae,9008,กระแสสินธุ์,Krasae Sin,90,สงขลา,Songkhla,7.640,100.274
4,240517,สิบเอ็ดศอก,Sip Et Sok,2405,บ้านโพธิ์,Ban Pho,24,ฉะเชิงเทรา,Chachoengsao,13.605,101.148
4,610102,น้ำซึม,Nam Suem,6101,เมืองอุทัยธานี,Mueang Uthai Thani,61,อุทัยธานี,Uthai Thani,15.353,100.033
4,840405,มะเร็ต,Maret,8404,เกาะสมุย,Ko Samui,84,สุราษฎร์ธานี,Surat Thani,9.468,100.032
4,961203,ผดุงมาตร,Phadung Mat,9612,จะแนะ,Chanae,96,นราธิวาส,Narathiwat,6.132,101.728
4,200620,โคกเพลาะ,Khok Phlo,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.520,101.121
4,440914,หนองแสน,Nong Saen,4409,วาปีปทุม,Wapi Pathum,44,มหาสารคาม,Maha Sarakham,15.983,103.444
4,320803,หนองระฆัง,Nong Rakhang,3208,สนม,Sanom,32,สุรินทร์,Surin,15.152,103.755
4,240412,เขาดิน,Khao Din,2404,บางปะกง,Bang Pakong,24,ฉะเชิงเทรา,Chachoengsao,13.528,101.026
4,250703,บ้านหอย,Ban Hoi,2507,ประจันตคาม,Prachantakham,25,ปราจีนบุรี,Prachin Buri,13.996,101.567
4,720508,วังน้ำซับ,Wang Nam Sap,7205,ศรีประจันต์,Si Prachan,72,สุพรรณบุรี,Suphan Buri,14.650,100.154
4,141409,โพสาวหาญ,Pho Sao Han,1414,อุทัย,Uthai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.332,100.759
4,200107,นาป่า,Na Pa,2001,เมืองชลบุรี,Mueang Chon Buri,20,ชลบุรี,Chon Buri,13.385,101.030
4,130601,คูคต,Khu Khot,1306,ลำลูกกา,Lam Luk Ka,13,ปทุมธานี,Pathum Thani,13.955,100.641
4,601008,ท่าน้ำอ้อย,Tha Nam Oi,6010,พยุหะคีรี,Phayuha Hkiri,60,นครสวรรค์,Nakhon Sawan,15.423,100.149
4,110603,ศรีษะจรเข้ใหญ่,Sisa Chorakhe Yai,1106,บางเสาธง,Bang Sao Thong,11,สมุทรปราการ,Samut Prakarn,13.641,100.803
4,940302,คอลอตันหยง,Kholo Tanyong,9403,หนองจิก,Nong Chik,94,ปัตตานี,Pattani,6.744,101.222
4,240109,บางขวัญ,Bang Khwan,2401,เมืองฉะเชิงเทรา,Mueang Chachoengsao,24,ฉะเชิงเทรา,Chachoengsao,13.780,101.054
4,650120,งิ้วงาม,Ngio Ngam,6501,เมืองพิษณุโลก,Mueang Phitsanulok,65,พิษณุโลก,Phitsanulok,16.671,100.237
4,140610,สามเรือน,Sam Ruean,1406,บางปะอิน,Bang Pa-in,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.292,100.647
4,960302,ลุโบะสาวอ,Lubo Sawo,9603,บาเจาะ,Tak Bai,96,นราธิวาส,Narathiwat,6.486,101.667
4,700606,ดอนคา,Don Kha,7006,บางแพ,Bang Phae,70,ราชบุรี,Ratchaburi,13.668,100.006
4,650504,สนามคลี,Sanam Khli,6505,บางกระทุ่ม,Bang Krathum,65,พิษณุโลก,Phitsanulok,16.547,100.256
4,720906,ดอนมะเกลือ,Don Makluea,7209,อู่ทอง,U Thong,72,สุพรรณบุรี,Suphan Buri,14.263,99.950
4,190406,เจริญธรรม,Charoen Tham,1904,วิหารแดง,Wihan Daeng,19,สระบุรี,Saraburi,14.387,101.006
4,321701,หนองหลวง,Nong Luang,3217,โนนนารายณ์,Non Narai,32,สุรินทร์,Surin,15.228,103.927
4,501301,สันกำแพง,San Kamphaeng,5013,สันกำแพง,San Kamphaeng,50,เชียงใหม่,Chiang Mai,18.756,99.133
4,330901,เมืองคง,Mueang Khong,3309,ราษีไศล,Rasi Salai,33,ศรีสะเกษ,Si Sa Ket,15.356,104.159
4,141107,หันตะเภา,Han Taphao,1411,วังน้อย,Wang Noi,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.304,100.780
4,130701,บางเตย,Bang Toei,1307,สามโคก,Sam Khok,13,ปทุมธานี,Pathum Thani,14.062,100.504
4,102701,แขวง คลองกุ่ม,,1027,เขต บึงกุ่ม,Bung Kum,10,กรุงเทพมหานคร,Bangkok,13.808,100.650
4,700707,บ้านสิงห์,Ban Sing,7007,โพธาราม,Photharam,70,ราชบุรี,Ratchaburi,13.636,99.895
4,460101,กาฬสินธุ์,Kalasin,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.437,103.522
4,610207,หนองกลางดง,Nong Klang Dong,6102,ทัพทัน,Thap Than,61,อุทัยธานี,Uthai Thani,15.465,99.844
4,141110,ชะแมบ,Chamaep,1411,วังน้อย,Wang Noi,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.257,100.748
4,120501,ไทรน้อย,Sai Noi,1205,ไทรน้อย,Sai Noi,12,นนทบุรี,Nonthaburi,13.976,100.344
4,101105,แขวง ทับยาว,,1011,เขต ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,13.728,100.815
4,830202,ป่าตอง,Patong,8302,กะทู้,Kathu,83,ภูเก็ต,Phuket,7.904,98.308
4,740109,นาดี,Na Di,7401,เมืองสมุทรสาคร,Mueang Samut Sakhon,74,สมุทรสาคร,Samut Sakhon,13.595,100.295
4,311806,โคกสนวน,Khok Sanuan,3118,ชำนิ,Chamni,31,บุรีรัมย์,Buri Ram,14.755,102.888
4,720911,เจดีย์,Chedi,7209,อู่ทอง,U Thong,72,สุพรรณบุรี,Suphan Buri,14.353,99.966
4,170203,เชิงกลัด,Choeng Klat,1702,บางระจัน,Bang Rachan,17,สิงห์บุรี,Sing Buri,14.910,100.269
4,700505,หนองกบ,Nong Kop,7005,บ้านโป่ง,Ban Pong,70,ราชบุรี,Ratchaburi,13.821,99.934
