,addrcode,Year,Month,rainfall
563,100111,2017,10,35.85
564,100111,2017,11,3.585
565,100111,2017,12,0.3975
572,100112,2014,3,26.320000000000004
573,100112,2014,4,18.205000000000002
574,100112,2014,5,10.792
575,100112,2014,6,56.724999999999994
576,100112,2014,7,10.925
577,100112,2014,8,33.794000000000004
578,100112,2014,9,71.135
579,100112,2014,10,72.6925
580,100112,2014,11,9.796000000000001
581,100112,2014,12,8.4525
582,100112,2015,1,10.638333333333334
583,100112,2015,2,0.1275
584,100112,2015,3,5.5875
585,100112,2015,4,4.155
586,100112,2015,5,25.414
587,100112,2015,6,72.4725
588,100112,2015,7,53.0075
589,100112,2015,8,40.938
590,100112,2015,9,94.2225
591,100112,2015,10,62.128
592,100112,2015,11,17.5075
593,100112,2015,12,0.8325
594,100112,2016,1,10.075999999999999
595,100112,2016,2,0.0
596,100112,2016,3,26.2075
597,100112,2016,4,15.396
598,100112,2016,5,94.61
599,100112,2016,6,39.555
600,100112,2016,7,50.04
601,100112,2016,8,60.56249999999999
602,100112,2016,9,68.8375
603,100112,2016,10,58.754000000000005
604,100112,2016,11,11.9375
605,100112,2016,12,8.2675
606,100112,2017,1,17.613999999999997
607,100112,2017,2,17.752499999999998
608,100112,2017,3,18.962500000000002
609,100112,2017,4,43.476
610,100112,2017,5,32.1975
611,100112,2017,6,18.502499999999998
612,100112,2017,7,30.326
613,100112,2017,8,45.9675
614,100112,2017,9,40.624
615,100112,2017,10,38.625
616,100112,2017,11,4.755
617,100112,2017,12,1.15
624,100201,2014,3,20.633999999999997
625,100201,2014,4,14.55
626,100201,2014,5,10.228
627,100201,2014,6,59.3375
628,100201,2014,7,12.07
629,100201,2014,8,35.272000000000006
630,100201,2014,9,68.945
631,100201,2014,10,72.215
632,100201,2014,11,8.774
633,100201,2014,12,5.992500000000001
634,100201,2015,1,7.386666666666667
635,100201,2015,2,0.0925
636,100201,2015,3,6.842499999999999
637,100201,2015,4,4.7175
638,100201,2015,5,27.369999999999997
639,100201,2015,6,77.2475
640,100201,2015,7,53.544999999999995
641,100201,2015,8,52.604
642,100201,2015,9,97.47500000000001
643,100201,2015,10,58.96200000000001
644,100201,2015,11,19.73
645,100201,2015,12,0.3925
646,100201,2016,1,8.672
647,100201,2016,2,0.0
648,100201,2016,3,21.985
649,100201,2016,4,14.705999999999998
650,100201,2016,5,91.86
651,100201,2016,6,46.697500000000005
652,100201,2016,7,52.67800000000001
653,100201,2016,8,62.720000000000006
654,100201,2016,9,72.1525
655,100201,2016,10,64.23999999999998
656,100201,2016,11,10.327499999999999
657,100201,2016,12,9.475000000000001
658,100201,2017,1,17.388
659,100201,2017,2,16.03
660,100201,2017,3,15.3625
661,100201,2017,4,44.766
662,100201,2017,5,33.040000000000006
663,100201,2017,6,19.625
664,100201,2017,7,32.077999999999996
665,100201,2017,8,53.230000000000004
666,100201,2017,9,38.648
667,100201,2017,10,35.85
668,100201,2017,11,3.585
669,100201,2017,12,0.3975
676,100202,2014,3,20.633999999999997
677,100202,2014,4,14.55
678,100202,2014,5,10.228
679,100202,2014,6,59.3375
680,100202,2014,7,12.07
681,100202,2014,8,35.272000000000006
682,100202,2014,9,68.945
683,100202,2014,10,72.215
684,100202,2014,11,8.774
685,100202,2014,12,5.992500000000001
686,100202,2015,1,7.386666666666667
687,100202,2015,2,0.0925
688,100202,2015,3,6.842499999999999
689,100202,2015,4,4.7175
690,100202,2015,5,27.369999999999997
691,100202,2015,6,77.2475
692,100202,2015,7,53.544999999999995
693,100202,2015,8,52.604
694,100202,2015,9,97.47500000000001
695,100202,2015,10,58.96200000000001
696,100202,2015,11,19.73
697,100202,2015,12,0.3925
698,100202,2016,1,8.672
699,100202,2016,2,0.0
700,100202,2016,3,21.985
701,100202,2016,4,14.705999999999998
702,100202,2016,5,91.86
703,100202,2016,6,46.697500000000005
704,100202,2016,7,52.67800000000001
705,100202,2016,8,62.720000000000006
706,100202,2016,9,72.1525
707,100202,2016,10,64.23999999999998
708,100202,2016,11,10.327499999999999
709,100202,2016,12,9.475000000000001
710,100202,2017,1,17.388
711,100202,2017,2,16.03
712,100202,2017,3,15.3625
713,100202,2017,4,44.766
714,100202,2017,5,33.040000000000006
715,100202,2017,6,19.625
716,100202,2017,7,32.077999999999996
717,100202,2017,8,53.230000000000004
718,100202,2017,9,38.648
719,100202,2017,10,35.85
720,100202,2017,11,3.585
721,100202,2017,12,0.3975
728,100203,2014,3,20.633999999999997
729,100203,2014,4,14.55
730,100203,2014,5,10.228
731,100203,2014,6,59.3375
732,100203,2014,7,12.07
733,100203,2014,8,35.272000000000006
734,100203,2014,9,68.945
735,100203,2014,10,72.215
736,100203,2014,11,8.774
737,100203,2014,12,5.992500000000001
738,100203,2015,1,7.386666666666667
739,100203,2015,2,0.0925
740,100203,2015,3,6.842499999999999
741,100203,2015,4,4.7175
742,100203,2015,5,27.369999999999997
743,100203,2015,6,77.2475
744,100203,2015,7,53.544999999999995
745,100203,2015,8,52.604
746,100203,2015,9,97.47500000000001
747,100203,2015,10,58.96200000000001
748,100203,2015,11,19.73
749,100203,2015,12,0.3925
750,100203,2016,1,8.672
751,100203,2016,2,0.0
752,100203,2016,3,21.985
753,100203,2016,4,14.705999999999998
754,100203,2016,5,91.86
